entry_time,exit_time,regime,pnl,hours,safety_orders,capital,entry_distance_ema200_pct,entry_ema200_slope_pct
2025-05-21T00:00:00Z,2025-05-21T04:00:00Z,High-Bear,3.635799999999988,8,1,280.0,-7.012916968749561,-0.07043193603574194
2025-05-21T08:00:00Z,2025-05-21T20:00:00Z,High-Bear,29.046925599999533,16,4,2236.96,-7.391092859408022,-0.07422720259233628
2025-05-22T00:00:00Z,2025-05-22T00:00:00Z,Medium,1.2984999999999858,4,0,100.0,-6.652490851954818,-0.06681453287705752
2025-05-22T04:00:00Z,2025-05-22T04:00:00Z,Medium,1.2984999999999858,4,0,100.0,-3.070215181582703,-0.03084691572757814
2025-05-22T08:00:00Z,2025-05-22T08:00:00Z,Medium,1.2984999999999858,4,0,100.0,-0.4609648073156225,-0.004632597514275805
2025-05-22T12:00:00Z,2025-05-22T16:00:00Z,Medium,1.2985,8,0,100.0,-0.23534007688327252,-0.002365170961682317
2025-05-22T20:00:00Z,2025-05-22T20:00:00Z,Medium,1.2985,4,0,100.0,-1.4214055122730773,-0.014283442076767905
2025-05-23T00:00:00Z,2025-05-23T00:00:00Z,Medium,1.2985,4,0,100.0,-0.744139704889768,-0.007478231722601869
2025-05-23T04:00:00Z,2025-06-03T12:00:00Z,Medium,14.212861599999794,276,4,1094.5599999999997,-1.5107303400731964,-0.015180914546653046
2025-06-03T16:00:00Z,2025-06-04T04:00:00Z,Low,20.528765599999613,16,4,1580.9600000000003,-6.094296057896409,-0.061211714922260185
2025-06-04T08:00:00Z,2025-06-04T16:00:00Z,Low,3.3760999999999206,12,1,260.0,-8.194128001217893,-0.0822852808038399
2025-06-04T20:00:00Z,2025-06-06T12:00:00Z,Low,55.92973993599981,44,6,4307.257600000001,-7.291720511509602,-0.07322995766497753
2025-06-06T16:00:00Z,2025-06-09T08:00:00Z,Medium,3.116399999999966,68,1,240.0,-8.853839768690563,-0.08890420435063717
2025-06-09T12:00:00Z,2025-06-09T20:00:00Z,Low,6.700259999999895,12,2,516.0,-7.387753676873565,-0.07419369275988297
2025-06-10T00:00:00Z,2025-06-10T12:00:00Z,Low,6.700259999999895,16,2,516.0,-6.802871276465828,-0.0683238521884344
2025-06-10T16:00:00Z,2025-06-10T16:00:00Z,Low,1.2984999999999858,4,0,100.0,-7.7843107755649505,-0.07817312097371243
2025-06-10T20:00:00Z,2025-06-10T20:00:00Z,Low,1.2984999999999858,4,0,100.0,-6.365163454393952,-0.06393059464869788
2025-06-11T00:00:00Z,2025-06-11T00:00:00Z,Low,1.2984999999999858,4,0,100.0,-2.7757363098981247,-0.027889067165176584
2025-06-11T04:00:00Z,2025-06-11T04:00:00Z,Low,1.2984999999999858,4,0,100.0,-1.444091073471665,-0.014511372020542535
2025-06-11T08:00:00Z,2025-06-11T12:00:00Z,Low,3.3760999999999775,8,1,260.0,-0.2749928846931926,-0.002763671203942497
2025-06-11T16:00:00Z,2025-06-12T00:00:00Z,Low,12.018916000000015,12,3,925.6000000000001,1.8565537914767338,0.01866231424503262
2025-06-12T04:00:00Z,2025-06-12T12:00:00Z,Low,6.700260000000009,12,2,516.0,-2.5295675508651305,-0.025416327916394366
2025-06-12T16:00:00Z,2025-06-12T16:00:00Z,Low,1.2985,4,0,100.0,-3.042604374663449,-0.03056959058254094
2025-06-12T20:00:00Z,2025-06-15T12:00:00Z,Low,55.9297399359989,68,6,4307.257600000001,-3.934420908242642,-0.03952628922265777
2025-06-15T16:00:00Z,2025-06-16T00:00:00Z,Low,34.144524960000105,12,5,2629.5360000000005,-8.569102505934156,-0.08604752768927026
2025-06-16T04:00:00Z,2025-06-16T04:00:00Z,Low,1.2984999999999858,4,0,100.0,-11.398147285383498,-0.1144231674796492
2025-06-16T08:00:00Z,2025-06-16T08:00:00Z,Low,1.2984999999999858,4,0,100.0,-7.628256561999214,-0.07660716352783092
2025-06-16T12:00:00Z,2025-06-16T20:00:00Z,Low,3.3760999999999775,12,1,260.0,-6.74488831004727,-0.06774190145180103
2025-06-17T00:00:00Z,2025-06-17T04:00:00Z,Low,55.92973993599981,8,6,4307.257600000001,-9.198672694998944,-0.09236358262655342
2025-06-17T08:00:00Z,2025-06-17T20:00:00Z,Low,34.14452495999965,16,5,2629.5360000000005,-14.288356154122607,-0.14339565098290263
2025-06-18T00:00:00Z,2025-06-18T00:00:00Z,Medium,1.2985,4,0,100.0,-14.37024349524737,-0.14421627402523285
2025-06-18T04:00:00Z,2025-06-19T00:00:00Z,Medium,3.116399999999966,24,1,240.0,-9.992840285800531,-0.10032979386671581
2025-06-19T04:00:00Z,2025-06-20T08:00:00Z,Medium,1.2984999999999716,32,0,100.0,-5.871651324384841,-0.05897676798195528
2025-06-20T12:00:00Z,2025-06-22T16:00:00Z,Medium,9.22454399999995,56,3,710.3999999999999,-6.183186687657971,-0.06210398675594586
2025-06-22T20:00:00Z,2025-06-23T00:00:00Z,High-Bear,15.415791999999993,8,3,1187.2,-22.013527031628843,-0.22075308032781793
2025-06-23T04:00:00Z,2025-06-23T04:00:00Z,High-Bear,1.2985,4,0,100.0,-21.148463043357523,-0.21209656161212953
2025-06-23T08:00:00Z,2025-06-23T12:00:00Z,High-Bear,7.842939999999946,8,2,604.0,-20.35782577213271,-0.20418350201544255
2025-06-23T16:00:00Z,2025-06-23T16:00:00Z,Medium,1.2984999999999858,4,0,100.0,-18.897099046099253,-0.18956057885186617
2025-06-23T20:00:00Z,2025-06-23T20:00:00Z,High-Bear,1.2985,4,0,100.0,-13.445196059338361,-0.13494525031017002
2025-06-24T00:00:00Z,2025-06-24T04:00:00Z,High-Bear,7.842939999999833,8,2,604.0,0.3986130323476056,0.004006321628824416
2025-06-24T08:00:00Z,2025-06-24T12:00:00Z,High-Bear,3.6357999999999318,8,1,280.0,0.11974345271985598,0.0012034662692839149
2025-06-24T16:00:00Z,2025-06-24T16:00:00Z,High-Bear,1.2985,4,0,100.0,0.7028344612618698,0.007064161915826261
2025-06-24T20:00:00Z,2025-06-25T12:00:00Z,High-Bear,53.58296608000034,20,5,4126.528,0.7421797708109468,0.007459649596186502
2025-06-25T16:00:00Z,2025-06-25T16:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-5.238872225739644,-0.0526242744446348
2025-06-25T20:00:00Z,2025-06-26T08:00:00Z,High-Bear,7.842939999999946,16,2,604.0,-4.910014195983637,-0.04932253721009472
2025-06-26T12:00:00Z,2025-06-27T12:00:00Z,High-Bear,29.046925599999987,28,4,2236.96,-7.278192393697857,-0.07309419555292518
2025-06-27T16:00:00Z,2025-06-28T00:00:00Z,High-Bear,3.635799999999988,12,1,280.0,-8.176423605351701,-0.08210763956711942
2025-06-28T04:00:00Z,2025-06-28T16:00:00Z,High-Bear,3.635799999999988,16,1,280.0,-7.399083816035946,-0.07430739446872003
2025-06-28T20:00:00Z,2025-06-29T08:00:00Z,High-Bear,3.6357999999999318,16,1,280.0,-6.700623411199224,-0.06729762864862154
2025-06-29T12:00:00Z,2025-06-29T12:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-5.721681232554676,-0.05747128551555347
2025-06-29T16:00:00Z,2025-06-30T00:00:00Z,High-Bear,3.635799999999988,12,1,280.0,-6.426605865200841,-0.06454731320386653
2025-06-30T04:00:00Z,2025-06-30T04:00:00Z,High-Bear,1.2985,4,0,100.0,-4.558412669969636,-0.045792213787876346
2025-06-30T08:00:00Z,2025-06-30T12:00:00Z,High-Bear,7.842939999999946,8,2,604.0,-4.752621977063876,-0.04774224089275636
2025-06-30T16:00:00Z,2025-06-30T16:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-3.2265628984316286,-0.032417255631023156
2025-06-30T20:00:00Z,2025-06-30T20:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-1.4600073725856033,-0.01467128814770513
2025-07-01T00:00:00Z,2025-07-02T04:00:00Z,High-Bear,53.58296607999943,32,5,4126.528,-2.1113763167882937,-0.02121536060992746
2025-07-02T08:00:00Z,2025-07-02T12:00:00Z,High-Bear,7.842939999999946,8,2,604.0,-5.9539855678770515,-0.059803265227098557
2025-07-02T16:00:00Z,2025-07-02T16:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-5.4289881052207445,-0.05453293988342267
2025-07-02T20:00:00Z,2025-07-03T08:00:00Z,High-Bear,7.842939999999946,16,2,604.0,-2.3636887865489564,-0.023750024219992838
2025-07-03T12:00:00Z,2025-07-04T00:00:00Z,High-Bear,7.842939999999946,16,2,604.0,-3.227533497454793,-0.03242700407070087
2025-07-04T04:00:00Z,2025-07-05T12:00:00Z,High-Bear,15.415791999999993,36,3,1187.2,-3.9524997543953555,-0.03970784223144008
2025-07-05T16:00:00Z,2025-07-06T08:00:00Z,High-Bear,3.635799999999988,20,1,280.0,-6.370470124179761,-0.06398385981412069
2025-07-06T12:00:00Z,2025-07-06T12:00:00Z,High-Bear,1.2985,4,0,100.0,-6.932714335017732,-0.06962700797441546
2025-07-06T16:00:00Z,2025-07-06T20:00:00Z,High-Bear,3.635799999999988,8,1,280.0,-4.469000899519604,-0.044894417764684835
2025-07-07T00:00:00Z,2025-07-08T16:00:00Z,High-Bear,29.046925599999987,44,4,2236.96,-4.265898012316605,-0.04285497349603151
2025-07-08T20:00:00Z,2025-07-08T20:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-7.123421869257762,-0.07154096185663095
2025-07-09T00:00:00Z,2025-07-09T16:00:00Z,Medium,1.2984999999999858,20,0,100.0,-3.952395881577553,-0.03970679911240449
2025-07-09T20:00:00Z,2025-07-10T08:00:00Z,Medium,1.2984999999999858,16,0,100.0,-1.4638168046024913,-0.014709562648762553
2025-07-10T12:00:00Z,2025-07-10T16:00:00Z,Medium,1.2984999999999858,8,0,100.0,-0.40274170587610847,-0.004047491506931067
2025-07-10T20:00:00Z,2025-07-10T20:00:00Z,Medium,1.2984999999999716,4,0,100.0,3.0637193072854174,0.0308006326855903
2025-07-11T00:00:00Z,2025-07-11T00:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,7.632076686230627,0.0767631689462478
2025-07-11T04:00:00Z,2025-07-11T12:00:00Z,High-Bear,29.046925599999533,12,4,2236.96,13.924414764484272,0.14013998429294183
2025-07-11T16:00:00Z,2025-07-11T20:00:00Z,High-Bear,3.6357999999999318,8,1,280.0,10.44344576789693,0.10506953414790576
2025-07-12T00:00:00Z,2025-07-12T04:00:00Z,High-Bear,3.635799999999988,8,1,280.0,9.320695204653529,0.09376316163984821
2025-07-12T08:00:00Z,2025-07-12T16:00:00Z,High-Bear,15.415791999999765,12,3,1187.2,8.552481917928901,0.08602853761863205
2025-07-12T20:00:00Z,2025-07-12T20:00:00Z,Medium,1.2984999999999858,4,0,100.0,6.584868554552847,0.06622340983963859
2025-07-13T00:00:00Z,2025-07-13T00:00:00Z,Medium,1.2984999999999716,4,0,100.0,7.555044678631684,0.07598779487925089
2025-07-13T04:00:00Z,2025-07-13T04:00:00Z,Medium,1.2984999999999858,4,0,100.0,10.276573004418065,0.10338892304093683
2025-07-13T08:00:00Z,2025-07-13T08:00:00Z,Medium,1.2985,4,0,100.0,10.236305170360293,0.10298338556766762
2025-07-13T12:00:00Z,2025-07-13T12:00:00Z,Medium,1.2984999999999716,4,0,100.0,13.786310709451953,0.1387481302290272
2025-07-13T16:00:00Z,2025-07-13T16:00:00Z,Medium,1.2984999999999858,4,0,100.0,17.020573746006495,0.17135416289115746
2025-07-13T20:00:00Z,2025-07-13T20:00:00Z,Medium,1.2984999999999858,4,0,100.0,21.259847564040047,0.21412432229708234
2025-07-14T00:00:00Z,2025-07-14T00:00:00Z,Low,1.2985,4,0,100.0,20.979951227857097,0.21129931377721345
2025-07-23T20:00:00Z,2025-07-24T00:00:00Z,High-Bear,3.6357999999999318,8,1,280.0,20.991733247945675,0.2114182271177878
2025-07-24T04:00:00Z,2025-07-24T08:00:00Z,High-Bear,7.842939999999946,8,2,604.0,20.20007874650225,0.2034288596617806
2025-07-25T00:00:00Z,2025-07-25T04:00:00Z,High-Bear,15.415791999999993,8,3,1187.2,14.616607841073082,0.14711669659983606
2025-07-25T08:00:00Z,2025-07-25T08:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,10.934651022833775,0.11001689433463024
2025-07-25T12:00:00Z,2025-07-26T00:00:00Z,High-Bear,53.58296607999943,16,5,4126.528,16.375832309977746,0.16485254559199802
2025-07-26T04:00:00Z,2025-07-26T04:00:00Z,High-Bear,1.2985,4,0,100.0,13.069282753599442,0.1315223294343637
2025-07-26T08:00:00Z,2025-07-27T16:00:00Z,High-Bear,7.842939999999946,36,2,604.0,13.406486328032718,0.13492034578637124
2025-07-27T20:00:00Z,2025-07-27T20:00:00Z,High-Bear,1.2985,4,0,100.0,11.73705469467954,0.11809965946034673
2025-07-28T04:00:00Z,2025-07-28T04:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,13.284677947200251,0.1336928503699486
2025-07-28T16:00:00Z,2025-07-29T08:00:00Z,High-Bear,29.046925599999533,20,4,2236.96,8.670890490951288,0.08722063614872155
2025-07-29T12:00:00Z,2025-07-29T16:00:00Z,High-Bear,53.58296607999943,8,5,4126.528,3.264902662027991,0.032823862604947074
2025-07-29T20:00:00Z,2025-07-30T00:00:00Z,High-Bear,7.842939999999946,8,2,604.0,0.02243732901785478,0.0002255013026530861
2025-07-30T04:00:00Z,2025-07-30T04:00:00Z,High-Bear,1.2985,4,0,100.0,0.0006952696401496539,6.9876350705655454e-06
2025-07-30T08:00:00Z,2025-07-30T16:00:00Z,High-Bear,53.58296608000034,12,5,4126.528,-0.5482551632392973,-0.00550979854757605
2025-07-30T20:00:00Z,2025-07-30T20:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-5.856678367873802,-0.05882646322740159
2025-07-31T00:00:00Z,2025-07-31T00:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-4.0777581726768375,-0.04096570542989619
2025-07-31T04:00:00Z,2025-07-31T08:00:00Z,High-Bear,3.635799999999988,8,1,280.0,-2.644805387811866,-0.026573895075410192
2025-07-31T12:00:00Z,2025-07-31T16:00:00Z,High-Bear,7.842939999999946,8,2,604.0,-2.491724196038947,-0.025036184556492813
2025-07-31T20:00:00Z,2025-08-01T12:00:00Z,High-Bear,53.58296607999943,20,5,4126.528,-5.125884427736594,-0.05148990065263481
2025-08-01T16:00:00Z,2025-08-02T04:00:00Z,High-Bear,53.58296607999943,16,5,4126.528,-8.610400571663368,-0.08646186792454769
2025-08-02T08:00:00Z,2025-08-02T08:00:00Z,High-Bear,1.2985,4,0,100.0,-11.375822229442,-0.1141993077307224
2025-08-02T12:00:00Z,2025-08-02T20:00:00Z,High-Bear,7.842939999999946,12,2,604.0,-10.068319344676368,-0.10108685022893749
2025-08-03T00:00:00Z,2025-08-03T04:00:00Z,High-Bear,3.635799999999988,8,1,280.0,-10.259330039273706,-0.10300263978400004
2025-08-03T08:00:00Z,2025-08-03T08:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-7.691205894071318,-0.07723884718897622
2025-08-03T12:00:00Z,2025-08-04T00:00:00Z,High-Bear,7.84294000000006,16,2,604.0,-2.3204715364851247,-0.023315884402252962
2025-08-04T04:00:00Z,2025-08-04T12:00:00Z,High-Bear,7.842939999999946,12,2,604.0,-1.5139367833880146,-0.015213130313684875
2025-08-04T16:00:00Z,2025-08-05T08:00:00Z,High-Bear,29.046925599999533,20,4,2236.96,1.0393203881602142,0.010446522221063681
2025-08-05T12:00:00Z,2025-08-06T12:00:00Z,High-Bear,29.046925599999987,28,4,2236.96,-0.43643807315152383,-0.004386119904065122
2025-08-06T16:00:00Z,2025-08-06T16:00:00Z,High-Bear,1.2984999999999858,4,0,100.0,-2.1030215225308346,-0.02113142838233717
2025-08-06T20:00:00Z,2025-08-07T04:00:00Z,High-Bear,15.415791999999765,12,3,1187.2,0.484753528099402,0.00487213211992632
2025-08-07T08:00:00Z,2025-08-07T08:00:00Z,Medium,1.2985,4,0,100.0,-2.302684618193973,-0.023137204435630387
2025-08-07T12:00:00Z,2025-08-07T12:00:00Z,Medium,1.2985,4,0,100.0,0.7000868029785501,0.007036543365734893
2025-08-07T16:00:00Z,2025-08-07T20:00:00Z,Medium,1.2985,8,0,100.0,2.0045339001529383,0.020150128807205903
2025-08-08T00:00:00Z,2025-08-08T04:00:00Z,Medium,1.2984999999999858,8,0,100.0,6.510254120665104,0.06547252812689752
2025-08-08T08:00:00Z,2025-08-08T20:00:00Z,Medium,1.2984999999999858,16,0,100.0,6.619344805308103,0.06657036509860603
2025-08-09T00:00:00Z,2025-08-09T04:00:00Z,Medium,1.2984999999999858,8,0,100.0,7.679996383650356,0.0772455159445462
2025-08-09T08:00:00Z,2025-08-09T08:00:00Z,Medium,1.2984999999999716,4,0,100.0,9.51166597733466,0.09568610371766262
2025-08-09T12:00:00Z,2025-08-09T12:00:00Z,Medium,1.2984999999999858,4,0,100.0,13.197894055343973,0.13281832439280272
2025-08-09T16:00:00Z,2025-08-10T16:00:00Z,Medium,3.116399999999966,28,1,240.0,16.127145840352885,0.16234499954970172
2025-08-10T20:00:00Z,2025-08-11T00:00:00Z,Medium,1.2984999999999858,8,0,100.0,14.394857250376592,0.14488153508074308
2025-08-11T04:00:00Z,2025-08-12T16:00:00Z,Medium,1.2984999999999858,40,0,100.0,16.23362565231168,0.16341863740860774
2025-08-12T20:00:00Z,2025-08-12T20:00:00Z,Medium,1.2984999999999858,4,0,100.0,17.446333749140152,0.17564801898246607
2025-08-13T00:00:00Z,2025-08-13T16:00:00Z,Medium,1.2984999999999858,20,0,100.0,17.15260163820611,0.172685645417614
2025-08-13T20:00:00Z,2025-08-14T04:00:00Z,Medium,1.2984999999999858,12,0,100.0,17.601781986988296,0.1772158304634397
2025-08-14T08:00:00Z,2025-08-22T16:00:00Z,Medium,14.212861599999794,204,4,1094.5599999999997,16.709247224598876,0.16821461930862647
2025-08-22T20:00:00Z,2025-08-22T20:00:00Z,Medium,1.2984999999999858,4,0,100.0,0.34506120615793723,0.0034680720917501517
2025-08-23T00:00:00Z,2025-08-23T04:00:00Z,Medium,3.1163999999999943,8,1,240.0,1.1739015854764112,0.011799397977840798
2025-08-23T08:00:00Z,2025-08-23T12:00:00Z,Medium,1.2985,8,0,100.0,-1.852657356136822,-0.018616205644550465
2025-08-23T16:00:00Z,2025-08-23T20:00:00Z,Medium,1.2985,8,0,100.0,-0.976517845777447,-0.009813286605853122
2025-08-24T00:00:00Z,2025-08-24T00:00:00Z,Medium,1.2984999999999858,4,0,100.0,0.0032808267053763274,3.297314359329562e-05
2025-08-24T04:00:00Z,2025-08-24T04:00:00Z,Medium,1.2984999999999858,4,0,100.0,-0.8297358313244629,-0.00833835824097795
2025-08-24T08:00:00Z,2025-08-26T20:00:00Z,Medium,5.6614599999999635,64,2,436.0,1.78580265294217,0.01795098715726695
2025-08-27T00:00:00Z,2025-08-27T12:00:00Z,Medium,1.2985,16,0,100.0,-5.969181750646868,-0.059955807834233266
2025-08-27T16:00:00Z,2025-08-30T04:00:00Z,Medium,5.6614599999999635,64,2,436.0,-2.470342754100141,-0.024821402817820637
2025-08-30T08:00:00Z,2025-08-31T00:00:00Z,Medium,1.2984999999999858,20,0,100.0,-10.982569893104433,-0.11025588907561668
2025-08-31T04:00:00Z,2025-09-03T16:00:00Z,Medium,3.1163999999999374,88,1,240.0,-10.01113860014743,-0.10051332735311336
2025-09-03T20:00:00Z,2025-09-03T20:00:00Z,Medium,1.2984999999999858,4,0,100.0,-7.186989987412273,-0.07217891955467737
2025-09-04T00:00:00Z,2025-09-04T12:00:00Z,Medium,3.116399999999966,16,1,240.0,-3.507934863292439,-0.035243201555146264
2025-09-04T16:00:00Z,2025-09-04T16:00:00Z,Low,1.2984999999999858,4,0,100.0,-6.57464063356783,-0.06603315769597717
2025-09-04T20:00:00Z,2025-09-04T20:00:00Z,Low,1.2984999999999858,4,0,100.0,-5.6076347557765915,-0.05632639374215653
2025-09-05T00:00:00Z,2025-09-05T00:00:00Z,Low,1.2984999999999858,4,0,100.0,-5.6899145363728305,-0.057152388083758776
2025-09-05T04:00:00Z,2025-09-05T04:00:00Z,Low,1.2985,4,0,100.0,-4.286120798973625,-0.04305804300740457
2025-09-05T08:00:00Z,2025-09-05T08:00:00Z,Medium,1.2984999999999716,4,0,100.0,1.4824845225947625,0.014901562170321903
2025-09-05T12:00:00Z,2025-09-05T12:00:00Z,Medium,1.2985,4,0,100.0,3.5869306731940442,0.036062554894833454
2025-09-05T16:00:00Z,2025-09-05T16:00:00Z,Medium,1.2984999999999858,4,0,100.0,0.9111335595846759,0.009157959807359894
2025-09-05T20:00:00Z,2025-09-05T20:00:00Z,Medium,1.2985,4,0,100.0,0.8249252563691467,0.008291393509241018
2025-09-06T00:00:00Z,2025-09-10T00:00:00Z,Medium,3.116399999999966,100,1,240.0,2.2227024659499994,0.022343709549077495
2025-09-10T04:00:00Z,2025-09-10T04:00:00Z,Low,1.2984999999999858,4,0,100.0,-1.0223117452478614,-0.010273434359009403
2025-09-10T08:00:00Z,2025-09-10T08:00:00Z,Low,1.2984999999999858,4,0,100.0,-0.9350068272575451,-0.009396170577091745
2025-09-10T12:00:00Z,2025-09-10T12:00:00Z,Low,1.2985,4,0,100.0,-0.9837213540098588,-0.009885669412756926
2025-09-10T16:00:00Z,2025-09-10T20:00:00Z,Low,3.3760999999999775,8,1,260.0,3.2729374280074497,0.032904667107280794
2025-09-11T00:00:00Z,2025-09-11T16:00:00Z,Low,20.528765600000067,20,4,1580.9600000000003,1.394776240660045,0.014019816942067997
2025-09-11T20:00:00Z,2025-09-12T00:00:00Z,Low,3.3760999999999206,8,1,260.0,0.6341387510789387,0.006373659989233893
2025-09-12T04:00:00Z,2025-09-12T16:00:00Z,Low,3.3760999999999775,16,1,260.0,1.72595093435719,0.017349249988929394
2025-09-12T20:00:00Z,2025-09-13T04:00:00Z,Low,6.700260000000009,12,2,516.0,2.3161432341648247,0.023283241280247502
2025-09-13T08:00:00Z,2025-09-13T08:00:00Z,Low,1.2984999999999716,4,0,100.0,1.2051398322964202,0.012113425286530699
2025-09-13T12:00:00Z,2025-09-13T12:00:00Z,Low,1.2985,4,0,100.0,4.620860272739846,0.04646238426728733
2025-09-13T16:00:00Z,2025-09-16T12:00:00Z,Low,55.92973993599981,72,6,4307.257600000001,3.4566048957178186,0.03475182039038849
2025-09-16T16:00:00Z,2025-09-17T08:00:00Z,Low,6.700259999999895,20,2,516.0,-3.310989247190077,-0.033265204420585004
2025-09-17T12:00:00Z,2025-09-17T12:00:00Z,Low,1.2984999999999858,4,0,100.0,-3.834037216213726,-0.038518195118353304
2025-09-17T16:00:00Z,2025-09-17T20:00:00Z,Low,1.2985,8,0,100.0,-4.455964974518311,-0.0447635208814634
2025-09-18T00:00:00Z,2025-09-18T16:00:00Z,Low,6.700259999999895,20,2,516.0,-3.0780695911456157,-0.03092580576203874
2025-09-18T20:00:00Z,2025-09-21T04:00:00Z,Low,55.9297399359989,60,6,4307.257600000001,-5.161785144452125,-0.05185033910904968
2025-09-21T08:00:00Z,2025-09-21T08:00:00Z,Low,1.2984999999999858,4,0,100.0,-7.742562843198664,-0.0777541977444729
2025-09-21T12:00:00Z,2025-09-21T12:00:00Z,Low,1.2985,4,0,100.0,-8.244948087120296,-0.08279519262782697
2025-09-21T16:00:00Z,2025-09-22T12:00:00Z,Low,55.92973993599981,24,6,4307.257600000001,-7.595629002380044,-0.07627974950354943
2025-09-22T16:00:00Z,2025-09-24T04:00:00Z,Low,34.14452495999965,40,5,2629.5360000000005,-11.9862256036546,-0.12031963638784449
2025-09-24T08:00:00Z,2025-09-24T08:00:00Z,Low,1.2985,4,0,100.0,-14.696930559341737,-0.14748999053116885
2025-09-24T12:00:00Z,2025-09-24T12:00:00Z,Low,1.2984999999999716,4,0,100.0,-14.14648490638044,-0.1419738753119404
2025-09-24T16:00:00Z,2025-09-26T16:00:00Z,Low,55.92973993599981,52,6,4307.257600000001,-11.956297604730736,-0.12001957494637283
2025-09-26T20:00:00Z,2025-09-28T20:00:00Z,Low,55.92973993599981,52,6,4307.257600000001,-12.909705617654922,-0.1295776635451773
