time,open,high,low,close,volume,trades
2026-05-30T00:00:00Z,250.37,254.08,250.06,250.24,15576.8518,0
2026-05-30T04:00:00Z,250.24,252.45,246.87,249.72,16644.8111,0
2026-05-30T08:00:00Z,249.68,254.17,249.54,252.42,18429.8569,0
2026-05-30T12:00:00Z,252.41,256.44,251.55,254.68,20396.5459,0
2026-05-30T16:00:00Z,254.63,255.69,252.61,253.56,18831.1415,0
2026-05-30T20:00:00Z,253.63,257.48,253.29,254.59,19888.4823,0
2026-05-31T00:00:00Z,254.74,260.3,254.25,259.79,19442.1378,0
2026-05-31T04:00:00Z,259.79,260.45,256.0,256.72,17525.9606,0
2026-05-31T08:00:00Z,256.72,260.41,256.12,258.85,16613.5593,0
2026-05-31T12:00:00Z,258.84,259.66,252.54,253.45,17467.1981,0
2026-05-31T16:00:00Z,253.51,254.19,249.97,252.81,17523.8271,0
2026-05-31T20:00:00Z,252.77,258.51,252.77,255.68,19289.5414,0
2026-06-01T00:00:00Z,255.69,258.97,250.81,256.94,18978.3126,0
2026-06-01T04:00:00Z,256.88,257.81,248.6,249.13,18407.7101,0
2026-06-01T08:00:00Z,249.15,252.69,248.51,251.19,19747.0448,0
2026-06-01T12:00:00Z,251.17,251.66,244.32,247.81,21078.6955,0
2026-06-01T16:00:00Z,247.74,257.05,245.69,256.82,20535.5655,0
